facility_id,facility_name,state,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_HF,MORT_30_PN,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_5_A_P,H_COMP_6_Y_P,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_RECMND_DY,READM_30_AMI,READM_30_HF,READM_30_PN,composite_satisfaction_score,performance_tier,satisfaction_tier,IMM_3,OP_18a,OP_18b,OP_22,OP_23,avg_er_wait_minutes,er_inefficiency_flag
370002,ALLIANCEHEALTH WOODWARD,OK,Acute Care Hospitals,Proprietary,Yes,3.0,3.4,12.1,12.3,19.7,68.0,79.0,76.0,59.0,82.0,63.0,75.0,59.0,13.6,19.2,15.5,70.12,Average,Medium,79.0,115.0,110.0,1.0,,110.0,0
370004,INTEGRIS MIAMI HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4.0,3.5,12.1,16.0,18.7,76.0,85.0,84.0,67.0,88.0,76.0,63.0,63.0,13.6,18.9,15.5,75.25,High Performer,High,82.0,90.0,88.0,1.0,,88.0,0
370006,INTEGRIS HEALTH PONCA CITY,OK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2.0,4.0,12.1,10.1,22.1,78.0,76.0,78.0,60.0,83.0,62.0,67.0,55.0,13.6,18.9,15.9,69.88,Low Performer,Medium,87.0,144.0,142.0,3.0,,142.0,0
370008,NORMAN REGIONAL,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2.0,3.5,13.7,14.8,14.7,60.0,75.0,78.0,54.0,84.0,66.0,57.0,68.0,14.3,21.9,15.9,67.75,Low Performer,Medium,87.0,140.0,139.0,2.0,82.0,139.0,0
370013,"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,3.3,12.1,13.4,16.3,73.0,74.0,78.0,56.0,87.0,74.0,53.0,78.0,13.6,18.2,13.9,71.62,High Performer,Medium,94.0,153.0,152.0,1.0,41.0,152.0,0
370014,ALLIANCEHEALTH DURANT,OK,Acute Care Hospitals,Proprietary,Yes,1.0,4.4,14.3,11.4,16.5,55.0,77.0,74.0,58.0,80.0,59.0,58.0,53.0,14.9,23.1,19.8,64.25,Low Performer,Medium,46.0,148.0,144.0,2.0,,144.0,0
370015,HILLCREST HOSPITAL PRYOR,OK,Acute Care Hospitals,Proprietary,Yes,4.0,3.5,12.1,10.5,12.3,75.0,87.0,81.0,75.0,90.0,80.0,69.0,80.0,13.6,19.8,14.5,79.62,High Performer,High,90.0,99.0,89.0,1.0,,89.0,0
370016,INTEGRIS HEALTH ENID HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,11.5,15.5,18.0,74.0,79.0,77.0,60.0,89.0,69.0,60.0,66.0,13.2,19.5,15.4,71.75,Average,Medium,71.0,140.0,137.0,3.0,,137.0,0
370018,ASCENSION ST JOHN JANE PHILLIPS,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,4.3,13.4,17.5,16.2,84.0,79.0,82.0,56.0,83.0,73.0,67.0,67.0,12.2,19.6,16.7,73.88,Average,Medium,90.0,176.0,169.0,,,169.0,0
370019,GREAT PLAINS REGIONAL MEDICAL CENTER,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,6.1,12.1,14.4,15.7,71.0,76.0,79.0,56.0,86.0,66.0,70.0,66.0,13.6,19.6,15.7,71.25,Low Performer,Medium,88.0,98.0,87.0,0.0,,87.0,0
370020,MERCY HOSPITAL ADA,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,4.2,12.1,9.7,13.5,71.0,80.0,78.0,57.0,86.0,67.0,60.0,67.0,13.6,21.4,17.4,70.75,High Performer,Medium,90.0,142.0,139.0,0.0,,139.0,0
370022,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,OK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,4.6,12.1,13.3,18.0,77.0,81.0,81.0,66.0,88.0,73.0,66.0,71.0,13.6,19.4,14.8,75.38,Average,High,89.0,118.0,114.0,2.0,,114.0,0
370023,"DUNCAN REGIONAL HOSPITAL, INC",OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.1,12.4,10.8,15.3,70.0,78.0,81.0,59.0,88.0,68.0,58.0,64.0,13.1,17.9,16.6,70.75,Average,Medium,90.0,153.0,148.0,1.0,67.0,148.0,0
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,4.1,11.6,8.8,13.4,71.0,76.0,77.0,56.0,88.0,68.0,58.0,69.0,13.2,19.7,17.3,70.38,Average,Medium,82.0,199.0,198.0,2.0,65.0,198.0,0
370026,ST MARY'S REGIONAL MEDICAL CENTER,OK,Acute Care Hospitals,Proprietary,Yes,3.0,4.1,12.7,14.5,21.9,78.0,80.0,81.0,63.0,86.0,70.0,59.0,71.0,12.9,18.3,15.2,73.5,Average,Medium,68.0,143.0,132.0,1.0,,132.0,0
370028,"INTEGRIS BAPTIST MEDICAL CENTER, INC",OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.1,13.5,13.2,14.8,68.0,74.0,77.0,56.0,85.0,68.0,58.0,71.0,14.3,18.3,15.3,69.62,Average,Medium,92.0,143.0,143.0,3.0,,143.0,0
370034,MCALESTER REGIONAL HEALTH CENTER,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3.0,2.9,11.4,9.5,17.8,72.0,79.0,77.0,63.0,82.0,56.0,55.0,51.0,13.6,20.2,14.2,66.88,Average,Medium,95.0,156.0,147.0,2.0,83.0,147.0,0
370037,SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,OK,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,2.7,10.9,10.7,17.4,67.0,77.0,80.0,58.0,85.0,73.0,57.0,72.0,12.7,18.8,14.8,71.12,High Performer,Medium,74.0,135.0,134.0,2.0,,134.0,0
370039,HILLCREST HOSPITAL CLAREMORE,OK,Acute Care Hospitals,Proprietary,Yes,4.0,3.5,12.1,13.5,17.9,70.0,77.0,74.0,61.0,81.0,68.0,63.0,68.0,13.6,17.6,14.8,70.25,High Performer,Medium,91.0,147.0,140.0,2.0,,140.0,0
370047,"MERCY HOSPITAL ARDMORE, INC",OK,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,3.5,11.8,7.7,13.4,70.0,78.0,77.0,60.0,86.0,69.0,61.0,67.0,13.1,21.2,16.6,71.0,High Performer,Medium,92.0,147.0,140.0,1.0,,140.0,0
370049,STILLWATER MEDICAL CENTER,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4.0,2.9,13.5,13.1,14.6,67.0,80.0,83.0,65.0,90.0,76.0,67.0,75.0,13.6,21.8,16.0,75.38,High Performer,High,84.0,157.0,154.0,2.0,80.0,154.0,0
370054,GRADY MEMORIAL HOSPITAL,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2.0,4.1,12.1,12.8,18.0,64.0,80.0,77.0,58.0,92.0,65.0,59.0,64.0,13.6,19.5,14.5,69.88,Low Performer,Medium,69.0,120.0,113.0,3.0,27.0,113.0,0
370056,MEMORIAL HEALTH,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2.0,4.5,12.7,10.4,15.5,56.0,73.0,73.0,55.0,84.0,59.0,55.0,57.0,14.5,23.0,16.6,64.0,Low Performer,Medium,71.0,122.0,120.0,1.0,55.0,120.0,0
370057,MUSCOGEE (CREEK) NATION MEDICAL CENTER,OK,Acute Care Hospitals,Tribal,Yes,3.0,3.5,12.1,11.5,16.1,74.0,83.0,81.0,68.0,89.0,72.0,68.0,66.0,13.6,19.6,15.4,75.12,Average,High,95.0,173.0,140.0,1.0,,140.0,0
370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2.0,3.5,11.5,14.2,21.7,69.0,76.0,79.0,57.0,85.0,69.0,61.0,72.0,14.2,20.3,16.4,71.0,Low Performer,Medium,83.0,101.0,101.0,2.0,,101.0,0
370083,PUSHMATAHA HOSPITAL,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,10.9,17.9,55.0,60.0,70.0,26.0,80.0,52.0,59.0,50.0,13.6,19.6,15.3,56.5,Average,Low,24.0,156.0,151.0,2.0,,151.0,0
370089,NORTHEASTERN HEALTH SYSTEM,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2.0,3.7,13.7,12.0,18.9,60.0,78.0,75.0,55.0,86.0,65.0,52.0,60.0,14.4,21.6,15.2,66.38,Low Performer,Medium,57.0,136.0,124.0,2.0,,124.0,0
370091,"SAINT FRANCIS HOSPITAL, INC",OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.4,13.6,9.4,14.3,74.0,76.0,76.0,55.0,87.0,74.0,60.0,80.0,12.7,18.9,15.3,72.75,High Performer,Medium,90.0,235.0,234.0,3.0,55.0,234.0,0
370093,O U MEDICAL CENTER,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,4.1,14.1,10.7,18.6,68.0,71.0,75.0,53.0,82.0,62.0,54.0,64.0,13.5,19.9,16.5,66.12,Low Performer,Medium,95.0,203.0,203.0,2.0,,203.0,0
370094,SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.6,13.7,10.0,15.5,62.0,73.0,75.0,54.0,78.0,65.0,62.0,63.0,15.2,21.1,16.9,66.5,Low Performer,Medium,69.0,158.0,157.0,2.0,81.0,157.0,0
370097,SOUTHWESTERN MEDICAL CENTER,OK,Acute Care Hospitals,Proprietary,Yes,2.0,3.5,12.1,11.0,16.1,75.0,76.0,75.0,54.0,80.0,66.0,68.0,74.0,13.6,21.6,15.5,71.0,Low Performer,Medium,76.0,148.0,139.0,2.0,,139.0,0
370099,HILLCREST HOSPITAL CUSHING,OK,Acute Care Hospitals,Proprietary,Yes,4.0,3.5,12.1,11.5,16.0,74.0,92.0,93.0,63.0,88.0,75.0,76.0,78.0,13.6,19.6,15.8,79.88,High Performer,High,91.0,106.0,94.0,0.0,,94.0,0
370100,CHOCTAW MEMORIAL HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.0,3.5,12.1,12.2,18.6,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,21.1,15.1,72.88,Low Performer,Medium,44.0,156.0,152.0,5.0,,152.0,0
370106,INTEGRIS SOUTHWEST MEDICAL CENTER,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,13.4,13.5,14.5,72.0,75.0,77.0,63.0,86.0,64.0,62.0,63.0,13.7,19.4,15.7,70.25,Low Performer,Medium,93.0,97.0,95.0,2.0,64.0,95.0,0
370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,OK,Acute Care Hospitals,Government - Local,Yes,3.0,3.5,12.1,10.8,14.3,85.0,72.0,81.0,79.0,93.0,61.0,54.0,73.0,13.6,19.1,15.5,74.75,Average,Medium,38.0,140.0,132.0,5.0,,132.0,0
370113,INTEGRIS GROVE HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,10.7,15.3,69.0,83.0,82.0,63.0,89.0,73.0,68.0,66.0,13.6,19.9,15.4,74.12,High Performer,Medium,72.0,121.0,117.0,1.0,,117.0,0
370114,ASCENSION ST JOHN MEDICAL CENTER,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.4,11.9,18.0,62.0,68.0,71.0,52.0,80.0,57.0,48.0,61.0,13.9,18.6,14.1,62.38,Average,Medium,90.0,204.0,195.0,,,195.0,0
37012F,MUSKOGEE VA MEDICAL CENTER,OK,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5.0,3.6,12.1,13.3,10.9,74.0,83.0,84.0,66.0,89.0,80.0,61.0,78.0,13.6,18.2,13.5,76.88,High Performer,High,,,,,,,0
370149,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.7,13.3,12.4,18.9,85.0,83.0,84.0,68.0,84.0,76.0,69.0,72.0,13.4,17.9,16.4,77.62,Average,High,73.0,132.0,126.0,2.0,90.0,126.0,0
37014F,OKLAHOMA CITY VA MEDICAL CENTER,OK,Acute Care - Veterans Administration,Veterans Health Administration,Yes,2.0,3.5,11.5,8.0,14.0,69.0,76.0,77.0,63.0,91.0,71.0,57.0,74.0,15.0,19.3,15.2,72.25,Low Performer,Medium,,,,,,,0
370158,PURCELL MUNICIPAL HOSPITAL,OK,Acute Care Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.2,16.0,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.8,16.1,72.88,Average,Medium,57.0,74.0,69.0,1.0,,69.0,0
370166,WAGONER COMMUNITY HOSPITAL,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2.0,3.5,12.1,12.0,14.6,55.0,80.0,83.0,53.0,85.0,71.0,72.0,72.0,13.6,18.9,16.3,71.38,Low Performer,Medium,84.0,111.0,111.0,3.0,,111.0,0
370170,LAWTON INDIAN HOSPITAL,OK,Acute Care Hospitals,Tribal,No,3.0,3.5,12.1,11.5,16.2,95.0,88.0,86.0,59.0,82.0,80.0,66.0,60.0,13.6,19.6,15.9,77.0,Average,High,91.0,,,,,,0
370171,CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,13.2,16.0,14.6,68.0,81.0,81.0,65.0,87.0,70.0,60.0,69.0,13.6,20.2,15.9,72.62,Average,Medium,86.0,,,,,,0
370172,CHOCTAW NATION HEALTH SERVICES AUTHORITY,OK,Acute Care Hospitals,Tribal,Yes,3.0,3.5,12.1,10.7,16.2,82.0,89.0,84.0,75.0,94.0,83.0,83.0,90.0,13.6,18.7,15.6,85.0,Average,High,54.0,,,,,,0
370173,CLAREMORE INDIAN HOSPITAL,OK,Acute Care Hospitals,Government - Federal,Yes,3.0,3.5,12.1,11.5,16.2,84.0,89.0,79.0,78.0,92.0,77.0,72.0,73.0,13.6,19.6,15.9,80.5,Average,High,41.0,,,,,,0
370178,MEMORIAL HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,11.5,14.2,70.0,75.0,82.0,40.0,79.0,59.0,60.0,50.0,13.6,19.6,15.7,64.38,High Performer,Medium,57.0,118.0,91.0,3.0,,91.0,0
370180,CHICKASAW NATION MEDICAL CENTER,OK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5.0,3.5,12.1,11.1,15.7,76.0,86.0,84.0,66.0,90.0,86.0,71.0,86.0,13.6,19.1,14.4,80.62,High Performer,High,88.0,,,,,,0
370183,HILLCREST HOSPITAL HENRYETTA,OK,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.5,79.0,89.0,91.0,85.0,83.0,84.0,67.0,87.0,13.6,19.6,16.5,83.12,Average,High,89.0,106.0,91.0,1.0,,91.0,0
370192,NORTHWEST SURGICAL HOSPITAL,OK,Acute Care Hospitals,Physician,Yes,3.0,3.5,12.1,11.5,16.2,76.0,83.0,76.0,58.0,96.0,81.0,86.0,82.0,13.6,19.6,15.9,79.75,Average,High,90.0,,,,,,0
370199,"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,77.0,82.0,83.0,66.0,91.0,83.0,61.0,79.0,13.6,19.6,15.9,77.75,Average,High,87.0,,,0.0,,,0
370201,SURGICAL HOSPITAL OF OKLAHOMA,OK,Acute Care Hospitals,Physician,Yes,3.0,3.4,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
370202,HILLCREST HOSPITAL SOUTH,OK,Acute Care Hospitals,Proprietary,Yes,3.0,5.5,13.3,11.2,14.9,62.0,74.0,77.0,58.0,82.0,71.0,55.0,71.0,12.8,18.4,15.1,68.75,Average,Medium,95.0,190.0,190.0,2.0,,190.0,0
370203,"COMMUNITY HOSPITAL, LLC",OK,Acute Care Hospitals,Physician,Yes,4.0,3.9,12.1,11.5,16.2,73.0,79.0,84.0,65.0,88.0,79.0,70.0,77.0,13.6,19.6,15.9,76.88,High Performer,High,91.0,84.0,84.0,0.0,,84.0,0
370206,OKLAHOMA SPINE HOSPITAL,OK,Acute Care Hospitals,Physician,Yes,3.0,3.5,12.1,11.5,16.2,75.0,81.0,83.0,63.0,87.0,77.0,75.0,81.0,13.6,19.6,15.9,77.75,Average,High,78.0,110.0,110.0,0.0,,110.0,0
370210,"OKLAHOMA SURGICAL HOSPITAL, LLC",OK,Acute Care Hospitals,Physician,Yes,5.0,2.3,12.1,11.5,16.2,72.0,80.0,82.0,65.0,86.0,79.0,73.0,81.0,13.6,19.6,15.9,77.25,High Performer,High,87.0,193.0,192.0,1.0,,192.0,0
370211,INTEGRIS CANADIAN VALLEY HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,13.6,16.7,67.0,79.0,79.0,61.0,84.0,74.0,70.0,73.0,13.6,19.3,16.2,73.38,High Performer,Medium,87.0,142.0,141.0,1.0,,141.0,0
370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,OK,Acute Care Hospitals,Physician,Yes,3.0,4.0,12.1,11.5,16.2,66.0,87.0,86.0,78.0,93.0,80.0,86.0,85.0,13.6,19.6,15.9,82.62,Average,High,83.0,,,,,,0
370214,LINDSAY MUNICIPAL HOSPITAL,OK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,74.0,,,,,,0
370215,"OKLAHOMA HEART HOSPITAL, LLC",OK,Acute Care Hospitals,Physician,Yes,4.0,3.5,13.2,14.1,17.7,84.0,87.0,88.0,68.0,88.0,90.0,80.0,91.0,14.1,19.2,16.8,84.5,High Performer,High,99.0,152.0,153.0,0.0,,153.0,0
370216,TULSA SPINE & SPECIALTY HOSPITAL,OK,Acute Care Hospitals,Proprietary,Yes,3.0,3.3,12.1,11.5,16.2,88.0,91.0,87.0,81.0,89.0,91.0,85.0,91.0,13.6,19.6,15.9,87.88,Average,High,91.0,210.0,208.0,0.0,,208.0,0
370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,4.5,11.9,7.7,13.9,81.0,78.0,75.0,57.0,87.0,78.0,55.0,80.0,13.7,18.3,16.6,73.88,High Performer,Medium,89.0,181.0,178.0,2.0,86.0,178.0,0
370220,ONECORE HEALTH,OK,Acute Care Hospitals,Proprietary,Yes,3.0,4.1,12.1,11.5,16.2,77.0,87.0,85.0,65.0,90.0,83.0,81.0,82.0,13.6,19.6,15.9,81.25,Average,High,37.0,,,,,,0
370222,MCBRIDE ORTHOPEDIC HOSPITAL,OK,Acute Care Hospitals,Physician,Yes,3.0,3.4,12.1,11.5,16.2,81.0,83.0,87.0,70.0,91.0,82.0,77.0,86.0,13.6,19.6,15.9,82.12,Average,High,86.0,63.0,63.0,0.0,,63.0,0
370225,"SUMMIT MEDICAL CENTER, LLC",OK,Acute Care Hospitals,Physician,Yes,3.0,3.5,12.1,11.5,16.2,84.0,91.0,88.0,70.0,89.0,90.0,86.0,89.0,13.6,19.6,15.9,85.88,Average,High,69.0,135.0,132.0,0.0,,132.0,0
370227,ST JOHN OWASSO,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.5,12.1,11.9,14.1,60.0,81.0,82.0,56.0,87.0,78.0,60.0,82.0,13.6,18.5,15.1,73.25,High Performer,Medium,87.0,157.0,148.0,,,148.0,0
370228,"BAILEY MEDICAL CENTER, LLC",OK,Acute Care Hospitals,Proprietary,Yes,5.0,4.2,12.1,10.6,14.7,81.0,84.0,86.0,68.0,88.0,85.0,76.0,86.0,13.6,19.6,14.9,81.75,High Performer,High,87.0,172.0,166.0,1.0,,166.0,0
370234,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OK,Acute Care Hospitals,Physician,Yes,5.0,3.5,10.0,10.1,13.6,84.0,88.0,83.0,72.0,89.0,92.0,78.0,92.0,12.6,17.4,15.1,84.75,High Performer,High,99.0,141.0,141.0,1.0,,141.0,0
370235,ASCENSION ST JOHN BROKEN ARROW,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,2.9,12.1,9.5,14.3,69.0,83.0,84.0,63.0,88.0,77.0,69.0,77.0,13.6,19.2,16.2,76.25,High Performer,High,84.0,184.0,176.0,,,176.0,0
370236,INTEGRIS HEALTH EDMOND HOSPITAL,OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,13.0,12.6,16.9,74.0,78.0,78.0,60.0,86.0,77.0,66.0,82.0,14.4,18.4,15.2,75.12,Low Performer,High,86.0,128.0,125.0,1.0,,125.0,0
370237,"SAINT FRANCIS HOSPITAL VINITA, INC",OK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.1,17.2,77.0,80.0,81.0,70.0,89.0,75.0,69.0,79.0,13.6,19.5,17.2,77.5,Average,High,80.0,104.0,104.0,0.0,,104.0,0
370240,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,OK,Acute Care Hospitals,Proprietary,No,3.0,3.5,12.1,11.5,17.2,77.0,83.0,79.0,63.0,78.0,71.0,85.0,73.0,13.6,19.6,16.1,76.12,Average,High,62.0,65.0,62.0,2.0,,62.0,0
370243,VALLEY COMMUNITY HOSPITAL,OK,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
370244,COUNCIL OAK COMPREHENSIVE HEALTHCARE,OK,Acute Care Hospitals,Tribal,No,3.0,3.5,12.1,11.5,16.2,82.0,86.0,90.0,73.0,88.0,86.0,80.0,84.0,13.6,19.6,15.9,83.62,Average,High,92.0,,,,,,0
370245,CLINTON REGIONAL HOSPITAL,OK,Acute Care Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,45.0,118.0,108.0,0.0,,108.0,0
370246,CARRUS LAKESIDE HOSPITAL,OK,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,82.0,85.0,82.0,,,82.0,0
370247,EXCEPTIONAL COMMUNITY HOSPITAL ARDMORE,OK,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
370779,STILLWATER MEDICAL - PERRY,OK,Rural Emergency Hospital,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
370780,STILLWATER MEDICAL-BLACKWELL,OK,Rural Emergency Hospital,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
370781,HARPER COUNTY COMMUNITY HOSPITAL,OK,Rural Emergency Hospital,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
370783,ELKVIEW GENERAL HOSPITAL,OK,Rural Emergency Hospital,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
371300,ATOKA COUNTY MEDICAL CENTER,OK,Critical Access Hospitals,Government - Local,Yes,4.0,3.5,12.1,11.2,18.0,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,18.9,15.6,72.88,High Performer,Medium,62.0,126.0,124.0,3.0,,124.0,0
371301,PRAGUE REGIONAL MEMORIAL HOSPITAL,OK,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,79.0,93.0,80.0,62.0,80.0,83.0,62.0,88.0,13.6,19.6,15.9,78.38,Average,High,90.0,108.0,105.0,0.0,,105.0,0
371302,"MERCY HOSPITAL WATONGA, INC",OK,Critical Access Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,89.0,86.0,83.0,68.0,89.0,87.0,84.0,85.0,13.6,19.6,15.9,83.88,Average,High,98.0,107.0,94.0,0.0,,94.0,0
371303,ROGER MILLS MEMORIAL HOSPITAL,OK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,14.8,76.0,83.0,84.0,78.0,95.0,89.0,80.0,86.0,13.6,19.6,15.7,83.88,Average,High,,143.0,139.0,1.0,,139.0,0
371304,MERCY HOSPITAL TISHOMINGO INC,OK,Critical Access Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,12.1,11.5,16.2,89.0,89.0,83.0,79.0,95.0,85.0,75.0,78.0,13.6,19.6,15.9,84.12,Average,High,94.0,70.0,67.0,0.0,,67.0,0
371305,ASCENSION ST JOHN NOWATA,OK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,88.0,95.0,91.0,1.0,,91.0,0
371306,MERCY HOSPITAL MARIETTA,OK,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,93.0,,,0.0,,,0
371307,CIMARRON MEMORIAL HOSPITAL,OK,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,106.0,107.0,,,107.0,0
371309,"PAWHUSKA HOSPITAL, INC",OK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,78.0,79.0,84.0,73.0,91.0,72.0,58.0,63.0,13.6,19.6,15.9,74.75,Average,Medium,86.0,88.0,89.0,1.0,,89.0,0
371310,"MERCY HOSPITAL HEALDTON, INC.",OK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,87.0,85.0,89.0,72.0,95.0,75.0,68.0,79.0,13.6,19.6,15.9,81.25,Average,High,98.0,73.0,69.0,0.0,,69.0,0
